Timestamp,Latitude,Longitude,Bearing,Type,Defects or Features,RoadName,DetectedImage,RawImage
"19-03-2024 , 10:29",52.62171593494713,-0.10595664381980896,W,Minor Pothole,Minor Pothole,Ernest Lane,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240319102930942_52.62171593494713_-0.10595664381980896_W_13.8_4.08_1010.43_peterboroughadmin_10_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240319102930942_52.62171593494713_-0.10595664381980896_W_13.8_4.08_1010.43_peterboroughadmin_.jpg
"18-03-2024 , 09:40",52.62239725794643,-0.20571470260620117,S,Minor Pothole,Minor Pothole,A16,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318094034389334_52.62239725794643_-0.20571470260620117_S_70.5_6.48_13075.59_peterboroughadmin_10_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318094034389334_52.62239725794643_-0.20571470260620117_S_70.5_6.48_13075.59_peterboroughadmin_.jpg
"18-03-2024 , 09:24",52.62426468310878,-0.26418916415423155,S,Minor Pothole,"Minor Pothole, Moderate Pothole, Minor Longitudinal Cracking, Minor Transverse Cracking",Werrington Bridge Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markred/20240318092452738_52.62426468310878_-0.26418916415423155_S_59.6_8.08_5424.62_peterboroughadmin_10_11_7_7_7_7_4_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318092452738_52.62426468310878_-0.26418916415423155_S_59.6_8.08_5424.62_peterboroughadmin_.jpg
"18-03-2024 , 09:31",52.625551843084395,-0.20505362190306187,N,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",A16,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318093130068333_52.625551843084395_-0.20505362190306187_N_83.5_7.74_2597.97_peterboroughadmin_10_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318093130068333_52.625551843084395_-0.20505362190306187_N_83.5_7.74_2597.97_peterboroughadmin_.jpg
"18-03-2024 , 09:17",52.63508323696442,-0.2521594986319542,N,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Werrington Bridge Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318091721116_52.63508323696442_-0.2521594986319542_N_55.4_6.19_1515.28_peterboroughadmin_10_7_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318091721116_52.63508323696442_-0.2521594986319542_N_55.4_6.19_1515.28_peterboroughadmin_.jpg
"18-03-2024 , 09:21",52.636581156402826,-0.25044456124305725,S,Minor Pothole,"Minor Pothole, Moderate Pothole, Minor Longitudinal Cracking, Minor Alligator",Werrington Bridge Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markred/20240318092159775_52.636581156402826_-0.25044456124305725_S_42.4_11.53_3762.29_peterboroughadmin_10_11_7_1_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318092159775_52.636581156402826_-0.25044456124305725_S_42.4_11.53_3762.29_peterboroughadmin_.jpg
"18-03-2024 , 09:17",52.636656048707664,-0.2504106145352125,N,Minor Pothole,"Moderate Pothole, Minor Pothole, Minor Longitudinal Cracking",Werrington Bridge Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markred/20240318091735223500_52.636656048707664_-0.2504106145352125_N_52.5_7.18_1725.63_peterboroughadmin_11_10_7_7_7_7_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318091735223500_52.636656048707664_-0.2504106145352125_N_52.5_7.18_1725.63_peterboroughadmin_.jpg
"18-03-2024 , 09:32",52.63698357157409,-0.19576395861804485,N,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking, Minor Transverse Cracking",A16,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318093238222000_52.63698357157409_-0.19576395861804485_N_51.2_6.49_4059.57_peterboroughadmin_10_7_4_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318093238222000_52.63698357157409_-0.19576395861804485_N_51.2_6.49_4059.57_peterboroughadmin_.jpg
"18-03-2024 , 09:32",52.63791358564049,-0.19546707160770893,E,Minor Pothole,Minor Pothole,A16,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318093249721_52.63791358564049_-0.19546707160770893_E_38.3_11.18_4170.47_peterboroughadmin_10_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318093249721_52.63791358564049_-0.19546707160770893_E_38.3_11.18_4170.47_peterboroughadmin_.jpg
"18-03-2024 , 09:38",52.63858782593161,-0.19515660591423512,S,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",A16,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318093849222000_52.63858782593161_-0.19515660591423512_S_62.4_8.48_11064.5_peterboroughadmin_10_7_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318093849222000_52.63858782593161_-0.19515660591423512_S_62.4_8.48_11064.5_peterboroughadmin_.jpg
"18-03-2024 , 09:18",52.63950061518699,-0.24723353795707226,N,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Werrington Bridge Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318091819722_52.63950061518699_-0.24723353795707226_N_33.6_9.06_2106.14_peterboroughadmin_10_7_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318091819722_52.63950061518699_-0.24723353795707226_N_33.6_9.06_2106.14_peterboroughadmin_.jpg
"18-03-2024 , 09:18",52.639623493887484,-0.24708970449864864,N,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Werrington Bridge Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318091821725_52.639623493887484_-0.24708970449864864_N_30.3_8.51_2124.08_peterboroughadmin_10_7_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318091821725_52.639623493887484_-0.24708970449864864_N_30.3_8.51_2124.08_peterboroughadmin_.jpg
"18-03-2024 , 09:18",52.64061993453652,-0.24597885087132454,N,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Werrington Bridge Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318091837715_52.64061993453652_-0.24597885087132454_N_36.1_9.92_2256.49_peterboroughadmin_10_7_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318091837715_52.64061993453652_-0.24597885087132454_N_36.1_9.92_2256.49_peterboroughadmin_.jpg
"18-03-2024 , 10:28",52.641274058260024,-0.227013872936368,W,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Thorney Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318102820209500_52.641274058260024_-0.227013872936368_W_53.4_7.3_3234.27_peterboroughadmin_10_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318102820209500_52.641274058260024_-0.227013872936368_W_53.4_7.3_3234.27_peterboroughadmin_.jpg
"18-03-2024 , 10:29",52.64276427682489,-0.23966153617948294,W,Minor Pothole,"Minor Pothole, Minor Transverse Cracking, Minor Longitudinal Cracking",Thorney Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318102925705_52.64276427682489_-0.23966153617948294_W_58.9_8.29_4105.71_peterboroughadmin_10_4_7_7_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318102925705_52.64276427682489_-0.23966153617948294_W_58.9_8.29_4105.71_peterboroughadmin_.jpg
"18-03-2024 , 10:38",52.64278632123023,-0.23962687700986862,E,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking, Minor Transverse Cracking, Minor Alligator",Thorney Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318103821210500_52.64278632123023_-0.23962687700986862_E_47.2_6.46_8029.16_peterboroughadmin_10_7_4_7_1_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318103821210500_52.64278632123023_-0.23962687700986862_E_47.2_6.46_8029.16_peterboroughadmin_.jpg
"18-03-2024 , 10:38",52.64279746916145,-0.23972054477781057,E,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking, Minor Transverse Cracking",Thorney Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318103820715_52.64279746916145_-0.23972054477781057_E_47.2_6.41_8022.69_peterboroughadmin_10_10_7_7_4_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318103820715_52.64279746916145_-0.23972054477781057_E_47.2_6.41_8022.69_peterboroughadmin_.jpg
"18-03-2024 , 10:38",52.6428192621097,-0.2399072516709566,E,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Thorney Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318103819709_52.6428192621097_-0.2399072516709566_E_47.4_6.6_8009.88_peterboroughadmin_10_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318103819709_52.6428192621097_-0.2399072516709566_E_47.4_6.6_8009.88_peterboroughadmin_.jpg
"18-03-2024 , 09:19",52.6431395765394,-0.2431896049529314,N,Minor Pothole,"Minor Pothole, Minor Transverse Cracking",Werrington Bridge Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318091932722_52.6431395765394_-0.2431896049529314_N_11.2_3.7_2601.35_peterboroughadmin_10_4_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318091932722_52.6431395765394_-0.2431896049529314_N_11.2_3.7_2601.35_peterboroughadmin_.jpg
